plant,pollinator,n,n_inat
Cephalanthus occidentalis,Spilomyia fusca,4,4
Cephalanthus occidentalis,Stelis louisae,2,2
Cephalanthus occidentalis,Stictia carolina,7,7
Cephalanthus occidentalis,Strangalepta abbreviata,1,1
Cephalanthus occidentalis,Strangalia luteicornis,1,1
Cephalanthus occidentalis,Strymon alea,1,1
Cephalanthus occidentalis,Strymon melinus,5,5
Cephalanthus occidentalis,Stylogaster neglecta,5,5
Cephalanthus occidentalis,Synanthedon scitula,1,1
Cephalanthus occidentalis,Syritta pipiens,2,2
Cephalanthus occidentalis,Syrphus knabi,5,5
Cephalanthus occidentalis,Tharsalea hyllus,2,2
Cephalanthus occidentalis,Toxomerus geminatus,21,21
Cephalanthus occidentalis,Toxorhina magna,1,1
Cephalanthus occidentalis,Trigonopeltastes delta,1,1
Cephalanthus occidentalis,Typocerus badius,1,0
Cephalanthus occidentalis,Typocerus velutinus,7,7
Cephalanthus occidentalis,Utetheisa ornatrix,1,1
Cephalanthus occidentalis,Valgus canaliculatus,1,0
Cephalanthus occidentalis,Vanessa atalanta,58,58
Cephalanthus occidentalis,Vanessa cardui,6,6
Cephalanthus occidentalis,Vanessa virginiensis,20,20
Cephalanthus occidentalis,Vernia verna,9,9
Cephalanthus occidentalis,Vespula consobrina,1,1
Cephalanthus occidentalis,Wallengrenia egeremet,11,11
Cephalanthus occidentalis,Wallengrenia otho,2,2
Cephalanthus occidentalis,Xenoglossa strenua,1,0
Cephalanthus occidentalis,Xylocopa micans,2,2
Cephalanthus occidentalis,Xylocopa virginica,22,22
Cerastium arvense,Adela septentrionella,24,2
Cerastium arvense,Andrena angustitarsata,5,0
Cerastium arvense,Andrena caerulea,1,0
Cerastium arvense,Andrena nigrocaerulea,4,0
Cerastium arvense,Andrena nivalis,1,0
Cerastium arvense,Andrena sola,1,0
Cerastium arvense,Annaphila diva,1,1
Cerastium arvense,Apis mellifera,3,0
Cerastium arvense,Bombus flavidus,1,0
Cerastium arvense,Bombus melanopygus,1,0
Cerastium arvense,Bombus mixtus,1,1
Cerastium arvense,Bombus occidentalis,1,0
Cerastium arvense,Bombus vosnesenskii,1,0
Cerastium arvense,Bombylius major,5,1
Cerastium arvense,Ceratina acantha,6,0
Cerastium arvense,Drasteria petricola,1,1
Cerastium arvense,Eristalis obscura,1,0
Cerastium arvense,Eupeodes latifasciatus,3,0
Cerastium arvense,Eupeodes volucris,4,1
Cerastium arvense,Gillmeria pallidactyla,1,1
Cerastium arvense,Habropoda cineraria,1,0
Cerastium arvense,Halictus confusus,7,0
Cerastium arvense,Halictus tripartitus,1,0
Cerastium arvense,Lasioglossum cressonii,1,0
Cerastium arvense,Lasioglossum nevadense,3,0
Cerastium arvense,Lasioglossum pacificum,4,0
Cerastium arvense,Lasioglossum sisymbrii,1,0
Cerastium arvense,Lasioglossum zonulum,1,0
Cerastium arvense,Osmia caerulescens,1,1
Cerastium fontanum,Apis mellifera,1,1
Cerastium fontanum,Eupeodes americanus,1,1
Cerastium fontanum,Halictus confusus,1,1
Cerastium fontanum,Hylaeus modestus,1,1
Cerastium fontanum,Incisalia niphon,1,1
Cerastium fontanum,Ocyptamus fuscipennis,1,1
Cerastium fontanum,Vanessa virginiensis,1,1
Cerastium glomeratum,Agapostemon texanus,1,0
Cerastium glomeratum,Andrena angustitarsata,1,0
Cerastium glomeratum,Andrena spiraeana,1,0
Cerastium glomeratum,Apallates coxendix,1,0
Cerastium glomeratum,Apis mellifera,2,0
Cerastium glomeratum,Blera umbratilis,1,0
Cerastium glomeratum,Cerceris insolita,1,0
Cerastium glomeratum,Crambus laqueatellus,1,0
Cerastium glomeratum,Halictus confusus,7,0
Cerastium glomeratum,Hoplitis grinnelli,2,0
Cerastium glomeratum,Lasioglossum zonulum,1,0
Cerastium glomeratum,Melissodes vernoniae,1,0
Cerastium glomeratum,Nomada integerrima,1,0
Cerastium glomeratum,Onthophagus pennsylvanicus,1,0
Cerastium glomeratum,Parhelophilus divisus,1,0
Cerastium glomeratum,Pemphredon inornata,1,0
Cerastium glomeratum,Physocephala tibialis,1,0
Cerastium glomeratum,Scolia nobilitata,1,0
Cerastium glomeratum,Systoechus vulgaris,1,0
Cerastium glomeratum,Typocerus badius,1,0
Cerastium velutinum,Acmaeodera tubulus,1,1
Cerastium velutinum,Ampedus collaris,1,1
Cerastium velutinum,Anthocharis midea,6,6
Cerastium velutinum,Bombylius major,4,4
Ceratiola ericoides,Dione vanillae,1,1
Cercis occidentalis,Annaphila decia,2,2
Cercis occidentalis,Annaphila depicta,1,1
Cercis occidentalis,Annaphila diva,1,1
Cercis occidentalis,Battus philenor,2,2
Cercis occidentalis,Bombus melanopygus,5,3
Cercis occidentalis,Bombus vosnesenskii,1,1
Cercis occidentalis,Calypte anna,2,2
Cercis occidentalis,Drasteria edwardsii,1,1
Cercis occidentalis,Erynnis propertius,1,1
Cercis occidentalis,Erynnis tristis,1,1
Cercis occidentalis,Euclidia ardita,1,1
Cercis occidentalis,Limenitis bredowii,1,1
Cercis occidentalis,Xylocopa tabaniformis,4,4
Cercocarpus betuloides,Bombus sylvicola,1,0
Cercocarpus ledifolius,Calypte anna,1,1
Cercocarpus montanus,Callimoxys fuscipennis,1,1
Cercocarpus montanus,Chlosyne californica,2,2
Cercocarpus montanus,Grammoptera militaris,2,2
Cercocarpus montanus,Heliopetes ericetorum,1,1
Cevallia sinuata,Anthophora californica,1,1
Cevallia sinuata,Bombus pensylvanicus,1,1
Cevallia sinuata,Burnsius philetas,1,1
Cevallia sinuata,Chlosyne janais,1,1
Cevallia sinuata,Ericrocis lata,1,1
Cevallia sinuata,Erynnis funeralis,1,1
Cevallia sinuata,Euptoieta claudia,1,1
Cevallia sinuata,Paranomada velutina,1,1
Chaenactis carphoclinia,Lytta stygica,1,1
Chaenactis carphoclinia,Nathalis iole,1,1
Chaenactis carphoclinia,Pontia beckerii,1,1
Chaenactis carphoclinia,Pontia protodice,1,1
Chaenactis carphoclinia,Pontia sisymbrii,1,1
Chaenactis douglasii,Bombus bifarius,5,0
Chaenactis douglasii,Bombus centralis,6,1
Chaenactis douglasii,Bombus griseocollis,1,0
Chaenactis douglasii,Bombus huntii,3,0
Chaenactis douglasii,Bombus nevadensis,3,1
Chaenactis douglasii,Bombus vosnesenskii,2,1
Chaenactis douglasii,Chlosyne palla,1,1
Chaenactis douglasii,Dianthidium subparvum,1,0
Chaenactis douglasii,Lapposyrphus lapponicus,1,0
Chaenactis douglasii,Steniolia tibialis,1,1
Chaenactis fremontii,Acmaeodera verityi,1,1
Chaenactis fremontii,Alypia ridingsii,1,1
Chaenactis fremontii,Anthocharis sara,2,2
Chaenactis fremontii,Apis mellifera,17,17
Chaenactis fremontii,Chlosyne acastus,1,1
Chaenactis fremontii,Chlosyne californica,2,2
Chaenactis fremontii,Copestylum apiciferum,1,1
Chaenactis fremontii,Cysteodemus armatus,3,3
Chaenactis fremontii,Dymasia dymas,3,3
Chaenactis fremontii,Eleodes gracilis,1,1
Chaenactis fremontii,Erynnis funeralis,6,6
Chaenactis fremontii,Eupompha elegans,7,7
Chaenactis fremontii,Hyles lineata,6,6
Chaenactis fremontii,Lon melane,2,2
Chaenactis fremontii,Lytta auriculata,5,5
Chaenactis fremontii,Lytta magister,19,19
Chaenactis fremontii,Lytta stygica,1,1
Chaenactis fremontii,Noctueliopsis aridalis,3,3
Chaenactis fremontii,Papilio eurymedon,1,1
Chaenactis fremontii,Perdita interrupta,1,1
Chaenactis fremontii,Pontia beckerii,4,4
Chaenactis fremontii,Pontia protodice,6,6
Chaenactis fremontii,Schinia aurantiaca,1,1
Chaenactis fremontii,Schinia graefiana,1,1
Chaenactis fremontii,Schinia honesta,1,1
Chaenactis fremontii,Thyridanthrax melanoptera,1,1
Chaenactis fremontii,Trichodes ornatus,8,8
Chaenactis fremontii,Vanessa cardui,27,27
Chaenactis glabriuscula,Acmaeodera connexa,2,2
Chaenactis glabriuscula,Acmaeodera hepburnii,2,2
Chaenactis glabriuscula,Agapostemon texanus,1,1
Chaenactis glabriuscula,Alypia mariposa,1,1
Chaenactis glabriuscula,Anthophora curta,3,3
Chaenactis glabriuscula,Apis mellifera,2,2
Chaenactis glabriuscula,Augochlorella pomoniella,12,12
Chaenactis glabriuscula,Bombus melanopygus,1,1
Chaenactis glabriuscula,Bombus vosnesenskii,12,12
Chaenactis glabriuscula,Brephidium exilis,1,1
Chaenactis glabriuscula,Calliopsis rhodophila,1,1
Chaenactis glabriuscula,Ceratina acantha,2,2
Chaenactis glabriuscula,Ceratina arizonensis,1,1
Chaenactis glabriuscula,Chlosyne gabbii,5,5
Chaenactis glabriuscula,Chlosyne palla,1,1
Chaenactis glabriuscula,Coccinella septempunctata,1,1
Chaenactis glabriuscula,Colias eurytheme,1,1
Chaenactis glabriuscula,Copestylum avidum,5,5
Chaenactis glabriuscula,Copestylum marginatum,4,4
Chaenactis glabriuscula,Copestylum satur,1,1
Chaenactis glabriuscula,Copestylum violaceum,2,2
Chaenactis glabriuscula,Dufourea australis,4,4
Chaenactis glabriuscula,Erynnis propertius,1,1
Chaenactis glabriuscula,Eupompha elegans,9,9
Chaenactis glabriuscula,Halictus farinosus,1,1
Chaenactis glabriuscula,Halictus ligatus,2,2
Chaenactis glabriuscula,Hyles lineata,1,1
Chaenactis glabriuscula,Icaricia acmon,2,2
Chaenactis glabriuscula,Lasioglossum sisymbrii,4,4
Chaenactis glabriuscula,Leptotes marina,2,2
Chaenactis glabriuscula,Nannobotys commortalis,4,4
Chaenactis glabriuscula,Nathalis iole,1,1
Chaenactis glabriuscula,Nomada formula,1,1
Chaenactis glabriuscula,Paragus haemorrhous,1,1
Chaenactis glabriuscula,Perdita hirticeps,1,1
Chaenactis glabriuscula,Pontia beckerii,1,1
Chaenactis glabriuscula,Pontia protodice,1,1
Chaenactis glabriuscula,Pyrausta lethalis,1,1
Chaenactis glabriuscula,Trichodes ornatus,1,1
Chaenactis glabriuscula,Vanessa atalanta,1,1
Chaenactis glabriuscula,Vanessa cardui,1,1
Chaenactis glabriuscula,Xanthothrix neumoegeni,10,10
Chaenactis stevioides,Chlosyne californica,1,1
Chaenactis stevioides,Dymasia dymas,2,2
Chaenactis stevioides,Heliolonche pictipennis,3,3
Chaenactis stevioides,Hyles lineata,1,1
Chaenactis stevioides,Lytta magister,1,1
Chaenactis stevioides,Vanessa cardui,2,2
Chaenomeles speciosa,Apis mellifera,1,1
Chaenomeles speciosa,Archilochus colubris,4,4
Chaenomeles speciosa,Bombus impatiens,2,2
Chaenomeles speciosa,Xylocopa virginica,1,1
Chaerophyllum procumbens,Agapostemon texanus,1,0
Chaerophyllum procumbens,Ageniella accepta,1,0
Chaerophyllum procumbens,Anthidiellum notatum,1,0
Chaerophyllum procumbens,Apallates coxendix,1,0
Chaerophyllum procumbens,Calliopsis coloradensis,1,0
Chaerophyllum procumbens,Halictus rubicundus,1,0
Chaerophyllum procumbens,Helophilus latifrons,1,0
Chaerophyllum procumbens,Milesia virginiensis,1,0
Chaerophyllum procumbens,Nomada cressonii,1,0
Chaerophyllum procumbens,Priocnemis minorata,1,1
Chaerophyllum procumbens,Triepeolus simplex,1,0
Chaerophyllum procumbens,Zethus spinipes,1,0
Chaerophyllum temulum,Adela septentrionella,4,4
Chaetopappa ericoides,Euptoieta claudia,1,1
Chamaebatia foliolosa,Anastrangalia laetifica,1,1
Chamaebatia foliolosa,Bombus melanopygus,1,1
Chamaebatia foliolosa,Bombus mixtus,1,0
Chamaebatia foliolosa,Bombus vosnesenskii,1,0
Chamaebatia foliolosa,Coenonympha california,1,1
Chamaebatia foliolosa,Trichodes ornatus,1,1
Chamaebatiaria millefolium,Apis mellifera,4,4
Chamaebatiaria millefolium,Bombus centralis,1,0
Chamaebatiaria millefolium,Bombus griseocollis,1,1
Chamaebatiaria millefolium,Bombus huntii,7,6
Chamaebatiaria millefolium,Bombus vandykei,1,0
Chamaebatiaria millefolium,Brachymelecta californica,1,1
Chamaebatiaria millefolium,Colpa alcione,1,1
Chamaebatiaria millefolium,Dielis tolteca,1,1
Chamaebatiaria millefolium,Eristalis stipator,1,1
Chamaebatiaria millefolium,Eucerceris canaliculata,1,1
Chamaebatiaria millefolium,Eupeodes volucris,1,1
Chamaebatiaria millefolium,Hippodamia convergens,2,2
Chamaebatiaria millefolium,Hypocritanus lemur,1,1
Chamaebatiaria millefolium,Paradejeania rutilioides,1,1
Chamaebatiaria millefolium,Polistes aurifer,1,1
Chamaebatiaria millefolium,Polistes dominula,1,1
Chamaebatiaria millefolium,Satyrium behrii,1,1
Chamaebatiaria millefolium,Sphex ashmeadi,1,1
Chamaebatiaria millefolium,Sphex ichneumoneus,3,3
Chamaebatiaria millefolium,Sphex lucae,2,2
Chamaebatiaria millefolium,Tachypompilus ferrugineus,1,1
Chamaebatiaria millefolium,Triscolia ardens,1,1
Chamaebatiaria millefolium,Vespula pensylvanica,1,1
Chamaebatiaria millefolium,Xylocopa californica,1,1
Chamaecrista fasciculata,Agapostemon splendens,3,3
Chamaecrista fasciculata,Agapostemon texanus,1,0
Chamaecrista fasciculata,Agapostemon virescens,1,1
Chamaecrista fasciculata,Ammophila nigricans,1,1
Chamaecrista fasciculata,Ammophila procera,1,0
Chamaecrista fasciculata,Apallates coxendix,1,0
Chamaecrista fasciculata,Apis mellifera,25,25
Chamaecrista fasciculata,Bombus,1,1
Chamaecrista fasciculata,Bombus affinis,2,2
Chamaecrista fasciculata,Bombus auricomus,12,2
Chamaecrista fasciculata,Bombus citrinus,2,0
Chamaecrista fasciculata,Bombus fraternus,60,9
Chamaecrista fasciculata,Bombus griseocollis,42,2
Chamaecrista fasciculata,Bombus impatiens,447,126
Chamaecrista fasciculata,Bombus pensylvanicus,51,18
Chamaecrista fasciculata,Calycopis cecrops,1,1
Chamaecrista fasciculata,Camponotus castaneus,1,1
Chamaecrista fasciculata,Camponotus floridanus,1,1
Chamaecrista fasciculata,Carmenta pyralidiformis,1,0
Chamaecrista fasciculata,Centris nitida,3,3
Chamaecrista fasciculata,Chalcodermus collaris,1,1
Chamaecrista fasciculata,Chalybion californicum,4,4
Chamaecrista fasciculata,Chrysis angolensis,1,1
Chamaecrista fasciculata,Colletes simulans,1,0
Chamaecrista fasciculata,Copestylum vesicularium,2,2
Chamaecrista fasciculata,Cylindromyia interrupta,1,0
Chamaecrista fasciculata,Danaus plexippus,1,1
Chamaecrista fasciculata,Dione vanillae,1,1
Chamaecrista fasciculata,Eristalis arbustorum,1,1
Chamaecrista fasciculata,Erynnis horatius,1,1
Chamaecrista fasciculata,Euderces picipes,1,0
Chamaecrista fasciculata,Euglossa dilemma,2,2
Chamaecrista fasciculata,Eurema lisa,1,1
Chamaecrista fasciculata,Gorytes smithii,2,2
Chamaecrista fasciculata,Halictus poeyi,1,1
Chamaecrista fasciculata,Halictus rubicundus,1,0
Chamaecrista fasciculata,Hemiargus ceraunus,4,4
Chamaecrista fasciculata,Hylaeus modestus,1,1
Chamaecrista fasciculata,Hylaeus nelumbonis,1,0
Chamaecrista fasciculata,Junonia coenia,2,2
Chamaecrista fasciculata,Limnophora narona,1,0
Chamaecrista fasciculata,Liris argentatus,1,0
Chamaecrista fasciculata,Megachile campanulae,1,0
Chamaecrista fasciculata,Melissodes comptoides,1,1
Chamaecrista fasciculata,Metacmaeops vittata,1,0
Chamaecrista fasciculata,Milesia virginiensis,3,3
Chamaecrista fasciculata,Myzinum quinquecinctum,1,1
Chamaecrista fasciculata,Philanthus gibbosus,4,4
Chamaecrista fasciculata,Phoebis sennae,10,10
Chamaecrista fasciculata,Phyciodes tharos,3,3
Chamaecrista fasciculata,Physocephala tibialis,1,1
Chamaecrista fasciculata,Poecilopompilus interruptus,1,0
Chamaecrista fasciculata,Polistes bellicosus,1,1
Chamaecrista fasciculata,Polistes dominula,1,1
Chamaecrista fasciculata,Polistes fuscatus,6,6
Chamaecrista fasciculata,Polistes metricus,4,4
Chamaecrista fasciculata,Psorophora ferox,1,1
Chamaecrista fasciculata,Pyrausta tyralis,1,1
Chamaecrista fasciculata,Sceliphron caementarium,12,12
Chamaecrista fasciculata,Scolia nobilitata,1,0
Chamaecrista fasciculata,Sphecodes confertus,1,0
Chamaecrista fasciculata,Strymon melinus,1,1
Chamaecrista fasciculata,Syrphus ribesii,1,0
Chamaecrista fasciculata,Trigonopeltastes delta,1,1
Chamaecrista fasciculata,Typocerus badius,1,0
Chamaecrista fasciculata,Typocerus velutinus,1,1
Chamaecrista fasciculata,Vanessa virginiensis,1,1
Chamaecrista fasciculata,Vespula maculifrons,1,1
Chamaecrista fasciculata,Xenoglossa strenua,1,0
Chamaecrista fasciculata,Xylocopa micans,3,3
Chamaecrista fasciculata,Xylocopa virginica,1,1
Chamaecrista nictitans,Bombus pensylvanicus,1,1
Chamaedaphne calyculata,Andrena bradleyi,7,6
Chamaedaphne calyculata,Andrena carlini,1,0
Chamaedaphne calyculata,Andrena mandibularis,1,0
Chamaedaphne calyculata,Andrena regularis,1,0
Chamaedaphne calyculata,Andrena vicina,1,0
Chamaedaphne calyculata,Bombus,2,2
Chamaedaphne calyculata,Bombus affinis,1,1
Chamaedaphne calyculata,Bombus bimaculatus,8,8
Chamaedaphne calyculata,Bombus frigidus,2,1
Chamaedaphne calyculata,Bombus impatiens,4,2
Chamaedaphne calyculata,Bombus perplexus,1,1
Chamaedaphne calyculata,Bombus sandersoni,2,1
Chamaedaphne calyculata,Bombus ternarius,13,11
Chamaedaphne calyculata,Bombus terricola,1,1
Chamaedaphne calyculata,Bombus vagans,1,1
Chamaedaphne calyculata,Bombylius major,1,1
Chamaedaphne calyculata,Cerastis fishii,1,1
Chamaedaphne calyculata,Colletes inaequalis,2,1
Chamaedaphne calyculata,Colletes validus,1,1
Chamaedaphne calyculata,Epelis truncataria,1,1
Chamaedaphne calyculata,Eristalis anthophorina,1,1
Chamaedaphne calyculata,Eristalis dimidiata,2,2
Chamaedaphne calyculata,Eutrapela clemataria,1,1
Chamaedaphne calyculata,Helophilus fasciatus,1,0
Chamaedaphne calyculata,Incisalia irioides,2,2
Chamaedaphne calyculata,Incisalia niphon,6,6
Chamaedaphne calyculata,Orthosia revicta,2,2
Chamaedaphne calyculata,Polygonia faunus,1,1
Chamaedaphne calyculata,Sylvanelater cylindriformis,1,1
Chamaedaphne calyculata,Vanessa atalanta,7,7
Chamaedaphne calyculata,Vanessa virginiensis,1,1
Chamaedaphne calyculata,Vespula vidua,1,1
Chamaedaphne calyculata,Xylocopa virginica,2,2
Chamaenerion angustifolium,Adejeania vexatrix,1,0
Chamaenerion angustifolium,Agapostemon virescens,6,6
Chamaenerion angustifolium,Altica tombacina,1,1
Chamaenerion angustifolium,Anthophora montana,1,0
Chamaenerion angustifolium,Anthophora occidentalis,1,0
Chamaenerion angustifolium,Anthophora terminalis,1,0
Chamaenerion angustifolium,Anthophora urbana,1,1
Chamaenerion angustifolium,Apis mellifera,4,3
Chamaenerion angustifolium,Archilochus colubris,2,2
Chamaenerion angustifolium,Augochlora pura,2,2
Chamaenerion angustifolium,Boloria epithore,1,1
Chamaenerion angustifolium,Bombus appositus,11,0
Chamaenerion angustifolium,Bombus ashtoni,1,0
Chamaenerion angustifolium,Bombus bifarius,225,0
Chamaenerion angustifolium,Bombus bimaculatus,8,1
Chamaenerion angustifolium,Bombus borealis,8,2
Chamaenerion angustifolium,Bombus caliginosus,13,0
Chamaenerion angustifolium,Bombus centralis,46,0
Chamaenerion angustifolium,Bombus fervidus,9,0
Chamaenerion angustifolium,Bombus flavidus,71,15
Chamaenerion angustifolium,Bombus flavifrons,213,17
Chamaenerion angustifolium,Bombus frigidus,6,2
Chamaenerion angustifolium,Bombus griseocollis,7,2
Chamaenerion angustifolium,Bombus huntii,9,0
Chamaenerion angustifolium,Bombus impatiens,28,19
Chamaenerion angustifolium,Bombus insularis,52,0
Chamaenerion angustifolium,Bombus kirbiellus,3,1
Chamaenerion angustifolium,Bombus melanopygus,58,17
Chamaenerion angustifolium,Bombus mixtus,133,11
Chamaenerion angustifolium,Bombus nevadensis,2,0
Chamaenerion angustifolium,Bombus occidentalis,41,0
Chamaenerion angustifolium,Bombus pensylvanicus,2,0
Chamaenerion angustifolium,Bombus perplexus,48,18
Chamaenerion angustifolium,Bombus rufocinctus,18,0
Chamaenerion angustifolium,Bombus sandersoni,7,1
Chamaenerion angustifolium,Bombus sitkensis,36,3
Chamaenerion angustifolium,Bombus sylvicola,6,0
Chamaenerion angustifolium,Bombus ternarius,40,14
Chamaenerion angustifolium,Bombus terricola,37,14
Chamaenerion angustifolium,Bombus vagans,48,3
Chamaenerion angustifolium,Bombus vancouverensis,3,3
Chamaenerion angustifolium,Bombus vandykei,15,0
Chamaenerion angustifolium,Bombus vosnesenskii,85,7
Chamaenerion angustifolium,Carterocephalus mandan,1,1
Chamaenerion angustifolium,Ceratina calcarata,1,1
Chamaenerion angustifolium,Coccinella septempunctata,1,1
Chamaenerion angustifolium,Coelioxys rufitarsis,1,0
Chamaenerion angustifolium,Ctenucha virginica,1,1
Chamaenerion angustifolium,Danaus plexippus,2,2
Chamaenerion angustifolium,Dolichovespula adulterina,1,0
Chamaenerion angustifolium,Dolichovespula arenaria,1,1
Chamaenerion angustifolium,Dolichovespula norvegicoides,2,2
Chamaenerion angustifolium,Eristalis tenax,1,1
Chamaenerion angustifolium,Erynnis baptisiae,1,1
Chamaenerion angustifolium,Eupeodes americanus,2,1
Chamaenerion angustifolium,Halictus rubicundus,1,1
Chamaenerion angustifolium,Hemaris thysbe,1,1
Chamaenerion angustifolium,Hoplitis albifrons,2,0
Chamaenerion angustifolium,Hylaeus annulatus,1,0
Chamaenerion angustifolium,Hylaeus basalis,1,0
Chamaenerion angustifolium,Hyles gallii,1,1
Chamaenerion angustifolium,Hyles lineata,1,1
Chamaenerion angustifolium,Laphria fernaldi,1,0
Chamaenerion angustifolium,Megachile frigida,1,0
Chamaenerion angustifolium,Megachile gemula,2,1
Chamaenerion angustifolium,Megachile latimanus,1,0
Chamaenerion angustifolium,Megachile melanophaea,3,0
Chamaenerion angustifolium,Megachile mendica,1,0
Chamaenerion angustifolium,Megachile montivaga,1,1
Chamaenerion angustifolium,Megachile pugnata,1,0
Chamaenerion angustifolium,Megachile relativa,3,1
Chamaenerion angustifolium,Megachile sculpturalis,1,1
Chamaenerion angustifolium,Megachile texana,1,0
Chamaenerion angustifolium,Megasyrphus laxus,1,1
